Age,Annual_Income,Spending_Score,Savings,Loan_Amount,Gender,City,Education,Marital_Status,Profession
42,117274,37,10009,254411,Female,Ahmedabad,PhD,Divorced,Teacher
53,46844,45,179061,98988,Female,Ahmedabad,Bachelor,Single,Engineer
43,43447,97,178948,275161,Female,Bangalore,Bachelor,Divorced,Teacher
55,110415,33,199554,37948,Female,Ahmedabad,Master,Single,Engineer
18,97502,7,168796,96529,Female,Mumbai,Bachelor,Divorced,Doctor
37,103268,22,111847,37219,Male,Delhi,PhD,Divorced,Doctor
45,74708,5,52377,166932,Male,Chennai,High School,Married,Teacher
33,83925,15,69861,256531,Male,Delhi,High School,Married,Doctor
64,90825,21,140771,157135,Female,Ahmedabad,High School,Married,Engineer
34,71574,89,135817,202894,Female,Chennai,High School,Divorced,Other
57,105548,17,111612,105494,Male,Delhi,High School,Married,Business
45,38812,56,45837,177738,Male,Delhi,High School,Divorced,Engineer
29,121337,50,162866,114713,Female,Ahmedabad,PhD,Divorced,Teacher
44,75309,7,153270,292013,Male,Chennai,Bachelor,Married,Doctor
59,84230,50,189875,252321,Female,Chennai,PhD,Married,Business
64,61628,60,121791,34093,Male,Delhi,Master,Divorced,Business
47,143379,83,145561,257320,Female,Chennai,High School,Single,Doctor
58,60581,7,51557,155634,Male,Chennai,Bachelor,Single,Engineer
51,136102,40,193511,73925,Female,Mumbai,Bachelor,Divorced,Doctor
54,66628,45,23474,244674,Male,Ahmedabad,High School,Married,Other
23,108628,59,57439,106367,Female,Ahmedabad,Bachelor,Married,Teacher
24,45105,88,187258,60553,Male,Mumbai,High School,Married,Doctor
49,99830,75,69213,62279,Male,Delhi,Master,Divorced,Engineer
49,141323,55,56296,40608,Male,Bangalore,High School,Married,Other
42,89157,64,166584,65840,Female,Delhi,Master,Single,Other
50,52442,65,77711,15770,Male,Mumbai,Bachelor,Single,Engineer
24,146336,54,108727,60461,Male,Chennai,PhD,Married,Teacher
69,107235,96,2177,293771,Female,Mumbai,Bachelor,Divorced,Business
29,135442,40,1761,273290,Male,Ahmedabad,PhD,Single,Other
33,22347,53,7458,63074,Male,Chennai,High School,Married,Engineer
33,115022,44,191770,159323,Male,Delhi,Bachelor,Married,Other
60,67650,63,55775,99771,Male,Chennai,Bachelor,Single,Business
53,37110,2,185938,175185,Male,Ahmedabad,Master,Divorced,Engineer
30,82170,79,152182,189783,Male,Mumbai,High School,Divorced,Other
24,24923,21,94789,280466,Male,Delhi,PhD,Single,Engineer
53,71801,88,127048,12747,Female,Bangalore,High School,Divorced,Engineer
64,82771,50,119249,261632,Male,Bangalore,Master,Married,Business
68,144926,81,193518,119702,Female,Mumbai,Master,Divorced,Engineer
26,101147,52,29433,245696,Male,Delhi,Master,Single,Teacher
49,68135,9,73715,63697,Female,Delhi,High School,Single,Other
28,39199,99,15849,40903,Female,Chennai,Master,Single,Doctor
25,29066,20,70980,203885,Male,Mumbai,High School,Married,Teacher
50,121583,83,69500,203264,Female,Chennai,Master,Married,Teacher
40,72136,18,174062,55812,Male,Mumbai,Bachelor,Married,Engineer
42,112290,84,60891,39531,Female,Ahmedabad,PhD,Single,Teacher
25,56575,30,60866,259493,Female,Mumbai,High School,Divorced,Teacher
62,109796,65,172064,151485,Female,Chennai,PhD,Married,Teacher
39,140787,24,124469,176705,Female,Delhi,High School,Single,Engineer
21,66733,88,197169,256598,Male,Mumbai,High School,Single,Teacher
57,134427,47,77008,208518,Male,Delhi,Bachelor,Married,Doctor
20,36991,83,4101,65032,Female,Ahmedabad,Bachelor,Divorced,Teacher
46,42553,94,27990,106058,Female,Bangalore,High School,Married,Engineer
58,109710,90,70214,78637,Male,Bangalore,Master,Divorced,Engineer
46,107493,44,35611,209675,Female,Chennai,High School,Single,Business
51,20634,29,193567,164307,Female,Mumbai,High School,Single,Business
51,115417,77,97265,75744,Male,Ahmedabad,Bachelor,Single,Doctor
45,32771,68,183162,248553,Female,Ahmedabad,Bachelor,Divorced,Other
30,145607,17,16958,80961,Female,Delhi,PhD,Married,Business
32,135762,97,90786,295629,Female,Chennai,PhD,Married,Teacher
40,38298,5,197328,103059,Male,Ahmedabad,Master,Divorced,Engineer
61,99876,92,68002,149254,Female,Mumbai,PhD,Married,Business
43,118892,88,50887,207830,Female,Ahmedabad,PhD,Divorced,Engineer
21,55999,81,1339,19480,Male,Bangalore,PhD,Married,Teacher
43,91887,50,111083,193032,Male,Chennai,Master,Married,Engineer
57,79648,40,51528,187285,Male,Delhi,High School,Divorced,Engineer
26,82668,46,87639,68094,Male,Mumbai,High School,Married,Business
22,89374,51,83624,181129,Male,Bangalore,Master,Single,Engineer
49,87509,11,70260,236939,Female,Ahmedabad,High School,Single,Teacher
37,132650,12,107493,109513,Female,Chennai,PhD,Divorced,Doctor
67,123348,13,54570,282933,Female,Chennai,PhD,Married,Engineer
28,95783,64,22643,125497,Female,Mumbai,PhD,Divorced,Engineer
32,64440,8,61252,241775,Female,Delhi,PhD,Divorced,Teacher
49,51655,65,92580,31287,Male,Bangalore,High School,Married,Other
45,63039,9,142406,282158,Male,Delhi,Master,Single,Teacher
39,75255,92,99856,22467,Male,Mumbai,Master,Single,Business
58,92219,2,102795,190426,Male,Mumbai,Master,Married,Business
34,74989,78,63977,82897,Female,Bangalore,Bachelor,Single,Doctor
43,31244,13,1789,201037,Male,Chennai,Master,Divorced,Engineer
61,114594,2,34941,90417,Female,Chennai,Bachelor,Divorced,Doctor
24,78595,68,1552,289024,Female,Bangalore,Master,Divorced,Doctor
59,59551,76,20806,262266,Male,Delhi,PhD,Single,Engineer
43,83230,48,37979,124618,Female,Bangalore,Master,Married,Engineer
42,123898,74,140895,293123,Male,Chennai,Bachelor,Married,Teacher
27,48371,3,32980,53741,Male,Delhi,PhD,Divorced,Doctor
62,89358,68,1860,280504,Male,Ahmedabad,Bachelor,Divorced,Doctor
36,48878,6,1290,241615,Male,Delhi,High School,Divorced,Business
28,56157,87,43417,94059,Male,Chennai,High School,Single,Doctor
30,25914,5,80880,175282,Female,Mumbai,High School,Married,Teacher
25,103700,3,137942,298597,Female,Delhi,PhD,Married,Other
57,47180,10,34397,145347,Female,Delhi,PhD,Single,Doctor
21,23688,43,106311,166124,Male,Mumbai,Bachelor,Married,Teacher
64,100219,19,17186,232669,Female,Chennai,PhD,Divorced,Teacher
48,98616,14,116162,169813,Female,Ahmedabad,Master,Married,Other
45,116489,21,153088,244370,Female,Ahmedabad,Bachelor,Married,Teacher
28,29916,43,70616,53162,Male,Bangalore,Master,Single,Business
60,76363,28,79508,231838,Male,Ahmedabad,PhD,Married,Other
18,115213,21,68296,299343,Female,Ahmedabad,Master,Divorced,Business
66,47360,36,143346,22572,Female,Delhi,PhD,Single,Doctor
64,57805,24,24304,270587,Female,Bangalore,PhD,Single,Doctor
69,33453,54,97161,246502,Female,Ahmedabad,Master,Single,Teacher
55,146599,38,179770,99521,Male,Delhi,High School,Divorced,Teacher
41,42703,17,15705,76220,Female,Bangalore,PhD,Married,Other
64,79021,22,168401,280739,Female,Delhi,Bachelor,Single,Doctor
48,94176,83,191808,71857,Female,Mumbai,Bachelor,Divorced,Engineer
58,114799,45,53996,281954,Male,Chennai,High School,Divorced,Teacher
63,118385,74,11607,252783,Male,Chennai,Master,Divorced,Other
67,124582,61,185028,142812,Female,Chennai,High School,Married,Teacher
43,101614,11,31006,37712,Male,Ahmedabad,Master,Divorced,Other
66,108919,61,79554,10468,Male,Chennai,High School,Married,Doctor
67,101072,38,117196,134468,Male,Chennai,PhD,Single,Teacher
22,136094,66,152566,279848,Female,Bangalore,Bachelor,Single,Teacher
37,27410,33,153309,70974,Male,Bangalore,High School,Married,Engineer
69,101462,43,41963,70700,Female,Bangalore,Bachelor,Divorced,Doctor
58,68268,31,162613,134443,Male,Ahmedabad,Master,Single,Other
28,54248,35,4447,193059,Male,Chennai,High School,Married,Engineer
50,51159,37,28156,172177,Female,Ahmedabad,High School,Divorced,Other
67,62039,47,168631,153443,Female,Ahmedabad,High School,Single,Teacher
55,121902,23,153537,222604,Male,Ahmedabad,High School,Married,Business
44,67800,36,43120,295897,Male,Ahmedabad,Bachelor,Divorced,Teacher
51,60761,40,83753,90765,Female,Ahmedabad,PhD,Divorced,Doctor
32,114626,90,11190,65630,Male,Ahmedabad,Bachelor,Divorced,Other
49,106103,89,64394,160675,Female,Chennai,PhD,Married,Engineer
38,138368,81,6335,244592,Female,Bangalore,High School,Married,Teacher
63,63663,15,186711,159380,Female,Delhi,PhD,Divorced,Other
22,100903,37,157850,107897,Male,Delhi,Bachelor,Divorced,Engineer
23,60412,4,150631,298400,Male,Delhi,High School,Divorced,Teacher
55,138998,22,174413,187713,Female,Mumbai,Bachelor,Divorced,Business
39,130252,81,21557,162505,Male,Bangalore,Bachelor,Divorced,Business
35,136446,22,102092,34731,Female,Chennai,Bachelor,Divorced,Teacher
31,55367,81,175853,11401,Male,Ahmedabad,PhD,Single,Doctor
27,140304,78,98074,127992,Male,Delhi,High School,Divorced,Business
63,25813,78,21575,105041,Male,Bangalore,High School,Married,Other
30,79894,17,73848,154517,Male,Chennai,Bachelor,Married,Doctor
48,122157,72,114216,162042,Female,Delhi,Master,Married,Doctor
47,145626,98,5616,198962,Male,Bangalore,Bachelor,Married,Teacher
20,71444,90,196980,254319,Female,Chennai,PhD,Single,Other
47,54269,94,165835,190685,Male,Bangalore,PhD,Single,Other
23,81748,86,34124,37235,Female,Ahmedabad,High School,Married,Engineer
46,61190,80,199301,15428,Male,Bangalore,Master,Married,Business
25,60318,94,134662,183257,Female,Bangalore,PhD,Married,Business
61,57018,80,162942,173893,Male,Mumbai,High School,Married,Doctor
62,144078,38,10534,184073,Female,Ahmedabad,Master,Married,Doctor
60,59759,24,8921,221006,Male,Bangalore,Master,Single,Teacher
61,36498,99,133763,118020,Male,Ahmedabad,High School,Single,Other
50,45989,6,43042,44633,Male,Bangalore,PhD,Single,Business
34,122710,68,52209,224464,Female,Ahmedabad,Bachelor,Divorced,Engineer
65,45568,82,54603,127104,Female,Chennai,PhD,Married,Business
28,137035,6,45377,281551,Male,Delhi,PhD,Married,Business
30,86577,26,40705,154152,Female,Mumbai,PhD,Divorced,Business
67,125231,91,97492,78860,Male,Delhi,High School,Married,Doctor
28,134699,41,150836,274551,Male,Bangalore,High School,Divorced,Other
48,50099,75,16783,9220,Male,Bangalore,Bachelor,Divorced,Other
45,109900,38,9515,27554,Female,Chennai,PhD,Divorced,Business
61,60639,80,134142,214102,Female,Bangalore,PhD,Divorced,Other
23,124679,83,83850,82021,Male,Ahmedabad,Bachelor,Married,Teacher
58,43482,43,145843,70847,Female,Delhi,Master,Divorced,Doctor
33,89212,53,97776,97541,Female,Bangalore,Master,Married,Doctor
21,75261,15,65206,108738,Male,Chennai,Bachelor,Divorced,Other
52,131321,90,84364,152052,Male,Mumbai,PhD,Single,Business
65,107317,56,111532,263343,Female,Delhi,High School,Married,Business
43,50048,56,119090,251161,Male,Chennai,PhD,Divorced,Business
29,23065,31,21936,201729,Male,Chennai,Bachelor,Divorced,Other
28,22036,83,92618,38518,Female,Delhi,Bachelor,Divorced,Business
54,55814,57,149977,54257,Female,Chennai,Bachelor,Single,Other
42,79694,51,135170,274078,Female,Mumbai,High School,Married,Engineer
35,36924,24,28020,82895,Male,Mumbai,PhD,Single,Other
36,149493,58,189344,122926,Male,Bangalore,High School,Single,Teacher
40,80204,73,123043,284772,Female,Ahmedabad,Master,Single,Business
55,52844,87,183411,226259,Female,Bangalore,PhD,Married,Business
35,137755,4,11985,290393,Male,Ahmedabad,Bachelor,Single,Doctor
43,134184,10,140355,243577,Female,Delhi,PhD,Married,Other
23,101943,63,130100,128332,Female,Chennai,Bachelor,Married,Engineer
21,41518,73,120635,5765,Male,Bangalore,High School,Divorced,Business
61,37059,83,47323,88417,Male,Chennai,PhD,Single,Doctor
68,43052,15,38708,246300,Female,Bangalore,Bachelor,Single,Other
46,145274,98,71298,122526,Female,Bangalore,High School,Single,Doctor
51,89803,63,101057,256796,Male,Mumbai,PhD,Married,Engineer
34,91524,19,6054,173906,Male,Ahmedabad,PhD,Married,Other
60,113510,63,120580,294143,Male,Delhi,Master,Married,Business
60,145639,56,72317,175214,Male,Chennai,PhD,Single,Other
33,109572,21,64304,237125,Female,Bangalore,Master,Married,Business
19,28680,34,17471,114792,Male,Chennai,PhD,Married,Teacher
51,87021,17,102266,263522,Male,Mumbai,Master,Married,Business
25,100249,18,126022,266696,Female,Delhi,High School,Divorced,Doctor
30,40043,81,171750,193001,Female,Ahmedabad,PhD,Married,Engineer
59,146115,66,186397,34867,Female,Ahmedabad,High School,Single,Other
25,22419,51,27527,131040,Male,Bangalore,PhD,Married,Teacher
47,76892,65,44250,128105,Female,Delhi,PhD,Divorced,Teacher
49,141831,43,120917,11286,Male,Ahmedabad,PhD,Married,Teacher
53,133616,57,13029,162362,Male,Delhi,PhD,Married,Doctor
64,121799,10,42583,140221,Female,Chennai,PhD,Divorced,Business
47,37140,37,103061,195659,Male,Mumbai,PhD,Single,Teacher
18,63484,48,104100,109152,Female,Delhi,Bachelor,Divorced,Engineer
60,83869,69,69147,110960,Female,Delhi,PhD,Married,Engineer
56,65210,56,140425,72881,Male,Ahmedabad,Master,Married,Other
34,77600,76,191408,158005,Male,Bangalore,PhD,Married,Engineer
37,136467,36,44042,109984,Male,Bangalore,High School,Married,Business
41,98497,31,94125,210378,Female,Chennai,Master,Single,Business
67,128611,55,173068,285226,Female,Ahmedabad,Master,Married,Teacher
39,26487,38,77604,15863,Female,Ahmedabad,Master,Married,Business
46,80692,73,56918,274128,Male,Mumbai,Bachelor,Divorced,Business
39,82112,90,123225,60189,Female,Bangalore,PhD,Single,Teacher
61,51110,15,69882,98039,Female,Ahmedabad,High School,Divorced,Other
26,127968,16,37822,174096,Female,Chennai,High School,Married,Business
54,36360,77,49760,109855,Male,Mumbai,High School,Married,Business
27,69410,89,5200,54430,Male,Bangalore,Bachelor,Married,Doctor
53,122379,94,48259,132652,Male,Bangalore,Bachelor,Single,Other
54,110418,53,9527,40086,Female,Bangalore,Bachelor,Married,Teacher
45,142702,56,11535,108651,Female,Mumbai,PhD,Divorced,Doctor
45,103038,7,150016,281606,Male,Chennai,Bachelor,Divorced,Doctor
59,133589,57,172362,289467,Male,Chennai,High School,Single,Other
60,93167,55,112477,23167,Female,Ahmedabad,Bachelor,Married,Business
38,23017,52,13438,15067,Female,Ahmedabad,High School,Married,Teacher
41,106261,4,65344,191854,Female,Bangalore,Master,Married,Other
59,80124,43,190077,8226,Male,Delhi,High School,Single,Doctor
57,136346,40,121127,41738,Male,Ahmedabad,Master,Single,Engineer
19,110298,30,71388,298799,Male,Chennai,PhD,Married,Teacher
25,70949,10,73249,285998,Male,Bangalore,Bachelor,Divorced,Engineer
65,78268,94,62083,89811,Female,Chennai,PhD,Single,Business
44,86320,7,32354,211483,Female,Bangalore,PhD,Single,Other
39,113556,36,125365,254811,Female,Mumbai,PhD,Divorced,Business
54,123995,35,150865,33737,Male,Ahmedabad,Master,Divorced,Other
44,101301,88,169138,247478,Male,Mumbai,Bachelor,Married,Doctor
46,51127,39,72135,143973,Female,Ahmedabad,PhD,Married,Business
20,23196,36,164843,88094,Male,Chennai,PhD,Married,Engineer
61,95088,20,145512,15001,Male,Chennai,High School,Married,Doctor
30,61300,49,12289,231069,Female,Delhi,High School,Single,Other
62,69714,96,110344,232018,Male,Chennai,Bachelor,Divorced,Doctor
27,51921,59,112568,127600,Male,Bangalore,High School,Married,Engineer
53,24746,49,50178,64489,Female,Delhi,Master,Divorced,Teacher
26,88535,90,67500,42896,Female,Bangalore,Master,Married,Other
44,85350,26,118784,231206,Female,Delhi,Master,Divorced,Teacher
51,70345,36,50223,255616,Male,Bangalore,PhD,Married,Doctor
68,129606,43,170441,262513,Female,Delhi,Bachelor,Divorced,Business
18,69220,99,146256,207768,Female,Ahmedabad,Master,Married,Other
49,101131,43,69483,179642,Male,Ahmedabad,Master,Single,Doctor
42,42063,99,120178,26185,Male,Delhi,Master,Married,Other
46,137116,76,145228,206965,Female,Mumbai,Master,Divorced,Engineer
24,91736,33,134483,131734,Female,Delhi,Master,Married,Doctor
66,123700,78,16674,85125,Male,Mumbai,Master,Single,Business
20,108913,97,140380,15037,Male,Bangalore,Bachelor,Single,Other
37,98946,45,109707,170177,Male,Delhi,Master,Married,Business
37,65971,45,69460,141492,Female,Mumbai,Bachelor,Divorced,Business
47,23598,88,1576,218109,Male,Delhi,Bachelor,Divorced,Engineer
52,30564,15,146713,252857,Female,Ahmedabad,Bachelor,Divorced,Teacher
52,131052,95,99264,105117,Female,Ahmedabad,Master,Divorced,Doctor
66,116434,17,51907,14779,Female,Delhi,Master,Single,Teacher
56,143723,12,173211,16444,Male,Delhi,Bachelor,Single,Teacher
44,69725,22,85325,95654,Male,Chennai,Bachelor,Married,Engineer
43,106134,23,40651,180599,Female,Ahmedabad,Master,Divorced,Business
31,125940,90,189387,77623,Female,Bangalore,High School,Married,Business
34,79940,78,94435,172454,Male,Delhi,High School,Single,Doctor
35,82085,12,147730,135978,Female,Chennai,High School,Married,Engineer
62,37862,68,39907,227786,Male,Delhi,Master,Married,Other
69,30265,51,64917,7696,Female,Ahmedabad,Bachelor,Divorced,Business
46,29705,13,163819,17626,Male,Mumbai,High School,Single,Doctor
37,75279,57,184212,183359,Female,Mumbai,PhD,Single,Other
44,82471,55,55936,58303,Female,Ahmedabad,PhD,Married,Teacher
35,111080,82,27178,235681,Female,Bangalore,Bachelor,Single,Engineer
21,99834,28,131614,92765,Male,Chennai,PhD,Divorced,Other
18,82979,44,100423,141830,Male,Delhi,Master,Married,Business
67,75828,19,199822,69495,Male,Delhi,PhD,Single,Doctor
18,118206,46,9000,168323,Female,Delhi,Bachelor,Divorced,Doctor
43,136884,3,140137,257119,Female,Chennai,High School,Single,Engineer
62,128007,83,194476,212791,Male,Chennai,Master,Divorced,Teacher
37,66104,20,109407,111809,Male,Ahmedabad,Bachelor,Married,Business
69,60934,25,133157,216688,Male,Chennai,Master,Divorced,Teacher
40,143534,75,50325,207886,Female,Delhi,High School,Single,Engineer
27,134420,56,112868,41797,Male,Delhi,High School,Married,Engineer
28,26050,81,194135,139135,Male,Chennai,High School,Single,Teacher
58,63952,61,149694,48147,Female,Chennai,Master,Married,Other
58,106570,55,127190,88657,Male,Ahmedabad,PhD,Single,Other
22,131016,35,64902,156676,Male,Mumbai,Master,Married,Engineer
18,28484,78,5834,31484,Male,Chennai,High School,Married,Other
34,82648,59,86733,178402,Male,Mumbai,Master,Divorced,Other
39,79945,39,13008,64321,Male,Bangalore,Master,Married,Doctor
51,73678,57,79498,185199,Female,Mumbai,PhD,Married,Teacher
62,51323,83,48229,105758,Male,Chennai,High School,Divorced,Doctor
58,106332,67,113892,20828,Male,Delhi,PhD,Married,Doctor
46,114605,34,140084,9957,Male,Delhi,High School,Single,Engineer
21,107363,41,52125,285815,Male,Chennai,Bachelor,Divorced,Engineer
22,144468,22,86702,127838,Female,Ahmedabad,High School,Divorced,Engineer
28,143475,27,85164,109596,Male,Chennai,Master,Married,Doctor
68,55361,21,141921,131054,Female,Chennai,Bachelor,Divorced,Business
38,30315,41,173444,79232,Male,Ahmedabad,Master,Single,Doctor
52,67968,31,14767,246335,Male,Ahmedabad,Bachelor,Married,Doctor
29,46519,27,172061,214420,Male,Bangalore,Master,Married,Doctor
43,29107,37,172654,282527,Female,Bangalore,Bachelor,Married,Other
68,141540,66,176442,13892,Male,Bangalore,Bachelor,Single,Other
36,75781,54,46052,294924,Male,Ahmedabad,Master,Single,Engineer
62,23869,9,100427,155461,Male,Mumbai,Bachelor,Single,Doctor
24,100983,83,177361,124478,Male,Chennai,Master,Divorced,Doctor
64,47370,42,131591,50081,Male,Bangalore,PhD,Divorced,Engineer
24,82695,36,153637,263034,Female,Mumbai,Master,Married,Teacher
43,80422,10,185236,280239,Male,Chennai,PhD,Married,Business
57,27971,59,101547,31634,Female,Mumbai,Bachelor,Married,Business
22,116805,40,69125,184311,Female,Delhi,High School,Divorced,Teacher
38,143855,54,51281,52873,Female,Delhi,PhD,Single,Engineer
31,45651,39,190060,96084,Male,Chennai,High School,Single,Teacher
21,76974,7,76285,180824,Female,Mumbai,High School,Married,Business
40,121293,4,24423,79569,Male,Mumbai,Master,Single,Teacher
59,43446,15,85693,127793,Female,Ahmedabad,Master,Divorced,Doctor
37,146347,76,89860,263406,Male,Bangalore,High School,Single,Other
32,58108,48,2706,249265,Male,Chennai,Master,Married,Doctor
67,95179,6,52753,70820,Male,Mumbai,High School,Married,Business
69,23823,73,94755,240919,Male,Bangalore,Master,Single,Other
62,33454,35,42334,108874,Male,Chennai,Master,Married,Other
46,23932,72,68148,92651,Female,Mumbai,Master,Married,Teacher
25,30220,71,103601,89355,Male,Delhi,High School,Divorced,Doctor
58,94090,68,51627,45291,Female,Mumbai,Bachelor,Divorced,Teacher
65,87965,58,16546,291619,Male,Delhi,Master,Single,Business
36,48208,77,180807,58603,Male,Delhi,Master,Married,Other
65,92980,19,75581,286494,Male,Ahmedabad,High School,Single,Teacher
56,30510,62,157371,233092,Male,Ahmedabad,PhD,Divorced,Other
63,64045,71,198999,264934,Male,Bangalore,High School,Divorced,Doctor
45,30537,10,44347,218259,Male,Chennai,Master,Divorced,Business
63,92683,25,42221,28519,Male,Bangalore,Master,Single,Doctor
44,125935,44,172848,258618,Male,Ahmedabad,Bachelor,Divorced,Teacher
21,89134,99,99203,146852,Male,Bangalore,Master,Married,Teacher
32,122633,58,16948,256154,Female,Chennai,PhD,Divorced,Engineer
52,92254,25,26118,144733,Female,Chennai,Master,Single,Doctor
54,128227,93,104729,33512,Female,Mumbai,Master,Divorced,Business
18,142906,76,127677,23403,Male,Bangalore,Bachelor,Single,Other
20,33782,40,18021,47983,Female,Ahmedabad,PhD,Married,Engineer
64,134780,76,190036,118351,Male,Mumbai,PhD,Divorced,Business
41,145544,70,49215,256584,Male,Bangalore,Master,Single,Doctor
44,143188,10,2223,112915,Male,Chennai,PhD,Married,Other
57,85587,66,168182,292600,Female,Ahmedabad,Bachelor,Married,Business
53,102238,25,91162,235214,Female,Bangalore,High School,Divorced,Engineer
51,95720,71,97453,13461,Male,Chennai,Master,Married,Other
46,98004,87,22526,164017,Male,Chennai,Master,Married,Doctor
41,42072,11,39829,75363,Female,Bangalore,PhD,Single,Other
41,101015,36,52862,93907,Female,Bangalore,Master,Single,Doctor
59,114003,49,128048,83439,Female,Ahmedabad,Master,Single,Teacher
21,108938,48,152408,230144,Female,Mumbai,Bachelor,Divorced,Teacher
20,92746,87,31796,127512,Female,Chennai,High School,Married,Doctor
51,65702,7,159239,266157,Female,Mumbai,High School,Divorced,Business
66,122260,91,198488,186536,Female,Mumbai,PhD,Divorced,Engineer
40,26057,77,17818,250655,Female,Chennai,Bachelor,Single,Teacher
69,148259,51,170964,89204,Female,Bangalore,Bachelor,Married,Business
40,50916,17,25488,36869,Male,Chennai,Bachelor,Divorced,Other
62,47268,32,170024,128263,Male,Mumbai,Bachelor,Divorced,Teacher
22,63978,26,84904,263132,Male,Ahmedabad,Master,Divorced,Business
48,132894,22,145295,119550,Male,Chennai,PhD,Divorced,Engineer
58,144904,13,193529,52369,Female,Ahmedabad,PhD,Single,Other
23,43259,12,97931,210603,Male,Bangalore,Master,Divorced,Teacher
54,73583,71,162333,33911,Male,Bangalore,PhD,Single,Teacher
27,99400,1,192038,128976,Male,Ahmedabad,Bachelor,Married,Engineer
57,54293,33,76520,246310,Female,Ahmedabad,Master,Divorced,Doctor
24,131581,14,69334,247051,Female,Chennai,Master,Single,Teacher
56,27043,64,139675,273665,Female,Bangalore,High School,Single,Doctor
55,70430,43,112587,44123,Male,Ahmedabad,Master,Divorced,Engineer
38,127009,58,78240,298658,Male,Delhi,High School,Single,Engineer
37,58893,41,35261,42539,Male,Chennai,Master,Divorced,Business
20,60642,81,118367,50226,Male,Chennai,PhD,Single,Teacher
68,98065,68,16707,76332,Female,Delhi,High School,Single,Other
39,50868,39,19009,38576,Female,Bangalore,High School,Married,Other
64,46309,1,191835,8293,Male,Ahmedabad,High School,Divorced,Engineer
21,146250,41,53169,139531,Male,Ahmedabad,High School,Married,Other
45,43284,45,19231,285947,Female,Bangalore,Bachelor,Single,Other
29,146801,88,4246,274715,Male,Delhi,Master,Divorced,Other
55,133259,98,190954,30772,Female,Delhi,Bachelor,Married,Business
68,120804,98,30825,19171,Female,Delhi,PhD,Divorced,Business
53,89000,88,147997,118627,Female,Chennai,Master,Divorced,Engineer
64,104179,79,2316,123212,Male,Ahmedabad,Bachelor,Married,Other
58,82107,81,191135,80253,Female,Mumbai,Master,Married,Engineer
22,85049,13,84870,217019,Male,Chennai,Bachelor,Married,Engineer
30,49265,71,97608,179185,Male,Chennai,PhD,Single,Engineer
40,101490,9,115911,51927,Female,Ahmedabad,Bachelor,Married,Business
67,149154,63,134098,174159,Male,Bangalore,PhD,Married,Business
47,43880,99,199155,154323,Male,Ahmedabad,High School,Single,Teacher
54,104579,23,16289,135328,Female,Bangalore,Bachelor,Married,Other
42,20255,54,103082,226795,Male,Ahmedabad,High School,Divorced,Doctor
65,21502,47,49886,280994,Male,Chennai,PhD,Divorced,Business
44,90192,39,66020,90236,Male,Delhi,High School,Divorced,Doctor
68,85424,87,40279,88518,Male,Chennai,Bachelor,Single,Other
31,95838,26,107061,272093,Male,Chennai,Master,Married,Other
65,90966,1,86643,297725,Male,Mumbai,Bachelor,Divorced,Business
64,61366,14,100827,77108,Male,Chennai,High School,Single,Doctor
53,47425,96,129089,162625,Male,Chennai,High School,Single,Engineer
56,72328,74,159351,248106,Male,Chennai,Bachelor,Single,Engineer
33,134280,65,150428,54790,Male,Mumbai,Bachelor,Single,Business
39,87396,69,194607,238542,Female,Bangalore,Bachelor,Single,Doctor
38,91694,67,66200,211722,Male,Mumbai,Bachelor,Divorced,Business
38,25806,49,162115,207492,Female,Delhi,PhD,Single,Engineer
25,106274,50,96502,290196,Male,Bangalore,Master,Married,Other
66,37106,58,144867,162646,Male,Mumbai,High School,Divorced,Business
33,76731,53,83536,87009,Male,Delhi,PhD,Single,Engineer
48,95010,91,193585,183976,Female,Delhi,Bachelor,Divorced,Other
59,102533,57,154230,10224,Male,Ahmedabad,Bachelor,Divorced,Business
27,138019,86,180702,182390,Male,Ahmedabad,PhD,Married,Business
49,52599,18,20005,14435,Male,Chennai,Bachelor,Single,Engineer
51,91326,16,111737,109395,Male,Bangalore,High School,Married,Engineer
26,137804,2,85013,241166,Female,Mumbai,High School,Single,Other
34,95706,13,172324,205109,Male,Chennai,High School,Single,Teacher
28,29004,45,46176,259464,Female,Bangalore,PhD,Divorced,Other
49,128282,80,116754,61398,Male,Ahmedabad,Bachelor,Single,Business
27,135018,72,132777,41928,Male,Mumbai,PhD,Divorced,Business
39,71364,43,52510,56382,Female,Delhi,High School,Married,Business
34,45792,72,47293,200394,Female,Delhi,PhD,Single,Engineer
21,115752,54,119222,269427,Male,Chennai,Bachelor,Single,Business
65,84912,74,127947,44605,Female,Chennai,Bachelor,Married,Business
69,74645,97,45420,144787,Male,Mumbai,Master,Married,Other
64,27232,31,152224,198978,Male,Delhi,Master,Divorced,Engineer
42,98210,76,98391,85275,Male,Chennai,Master,Married,Other
38,74766,9,60278,158942,Female,Delhi,High School,Single,Teacher
54,140601,73,187202,165543,Female,Ahmedabad,Master,Divorced,Other
55,101588,48,199927,147662,Male,Chennai,High School,Married,Other
66,68542,18,61216,285789,Male,Bangalore,PhD,Single,Teacher
18,25913,94,74699,292041,Male,Chennai,Bachelor,Single,Other
42,132406,96,1209,20437,Female,Ahmedabad,PhD,Single,Business
68,133693,87,136906,212926,Female,Mumbai,Master,Married,Business
53,113449,11,163584,53198,Male,Delhi,Master,Divorced,Doctor
